Hospital Name,State,District
CHC SONWA,UTTAR PRADESH,Shrawasti
PHC THATHIYA,UTTAR PRADESH,KANNAUJ
PHC PATRASI,UTTAR PRADESH,KHERI
PHC Asjana,UTTAR PRADESH,AURAIYA
PHC Dyodhi,UTTAR PRADESH,AMROHA
CHC Majhawan,UTTAR PRADESH,KANPUR NAGAR
CHC ISLAMNAGAR,UTTAR PRADESH,BUDAUN
PHC Dhurpur,UTTAR PRADESH,KANNAUJ
UPHC SHERKOT,UTTAR PRADESH,BIJNOR
PHC DHYOOTI,UTTAR PRADESH,AMROHA
PHC SHAHI,UTTAR PRADESH,BAREILLY
PHC PATTI,UTTAR PRADESH,KANNAUJ
PHC Induiyaganj,UTTAR PRADESH,KANNAUJ
NPHC Ahirola,UTTAR PRADESH,BAREILLY
PHC Beruarbari,UTTAR PRADESH,BALLIA
PHC Adaru,UTTAR PRADESH,Amethi
PHC Gulariya,UTTAR PRADESH,BUDAUN
PHC GANGEMAU,UTTAR PRADESH,KANNAUJ
PHC Batgawan,UTTAR PRADESH,Amethi
CHC SHISHGARH,UTTAR PRADESH,BAREILLY
PHC Garwar,UTTAR PRADESH,BALLIA
PHC Vaina,UTTAR PRADESH,BALLIA
PHC AMEPUR ,UTTAR PRADESH,ALLAHABAD
PHC Murli Chhapra,UTTAR PRADESH,BALLIA
PHC Gumthal,UTTAR PRADESH,Sambhal
PHC Akrauli,UTTAR PRADESH,Sambhal
PHC Andawa,UTTAR PRADESH,ALLAHABAD
PHC ARAIL,UTTAR PRADESH,ALLAHABAD
CHC SAPHA,UTTAR PRADESH,KUSHI NAGAR
PHC Baghudi,UTTAR PRADESH,BALLIA
PHC Bagrain,UTTAR PRADESH,BUDAUN
Phc Bahpur Patti,UTTAR PRADESH,Sambhal
PHC TELIYANI,UTTAR PRADESH,FATEHPUR
CHC BADHAYA  RANI KI SARAI,UTTAR PRADESH,AZAMGARH
CHC Bithoor,UTTAR PRADESH,KANPUR NAGAR
CHC GARHI NOVABAD,UTTAR PRADESH,MUZAFFARNAGAR
CHC Bhopa,UTTAR PRADESH,MUZAFFARNAGAR
CHC TUGLAKPUR,UTTAR PRADESH,MUZAFFARNAGAR
PHC GAURHARI,UTTAR PRADESH,MAHOBA
PHC Badhola Patiyali Kasganj,UTTAR PRADESH,Kasganj
PHC KANDHARPUR ,UTTAR PRADESH,BAREILLY
PHC Mohanpura Kasganj,UTTAR PRADESH,Kasganj
PHC SENTHAL,UTTAR PRADESH,BAREILLY
UPHC Amapur Adda kasganj,UTTAR PRADESH,Kasganj
PHC PACHPEDA,UTTAR PRADESH,BAREILLY
PHC MUNDIA JAGEER,UTTAR PRADESH,BAREILLY
PHC CHILSARA,UTTAR PRADESH,FARRUKHABAD
PHC KUNDARA,UTTAR PRADESH,BAREILLY
CHC Jakhaura,UTTAR PRADESH,LALITPUR
PHC CHAUDHARPUR,UTTAR PRADESH,AMROHA
PHC KAILSA,UTTAR PRADESH,AMROHA
PHC BADGAON,UTTAR PRADESH,ALLAHABAD
PHC BAMELA,UTTAR PRADESH,ALLAHABAD
PHC Maulaganj,UTTAR PRADESH,MAHARAJGANJ
UPHC Indra Nagar Maharajganj,UTTAR PRADESH,MAHARAJGANJ
Chc Mansurganj,UTTAR PRADESH,MAHARAJGANJ
PHC NAUTANWA,UTTAR PRADESH,MAHARAJGANJ
PHC Bahaduri Bazar,UTTAR PRADESH,MAHARAJGANJ
PHC RAHEK,UTTAR PRADESH,HAMIRPUR
PHC Gidhol,UTTAR PRADESH,BUDAUN
PHCSIRSA,UTTAR PRADESH,ALLAHABAD
PHC UMARIYA,UTTAR PRADESH,HAMIRPUR
PHC Wair,UTTAR PRADESH,BULANDSHAHR
CHC DAKORE,UTTAR PRADESH,JALAUN
PHC Khushal Nagar,UTTAR PRADESH,MAHARAJGANJ
PHC MANGRAOUT,UTTAR PRADESH,HAMIRPUR
PHC Chandwara,UTTAR PRADESH,BANDA
PHC Jirauli,UTTAR PRADESH,ALIGARH
CHC LAXMANPUR,UTTAR PRADESH,Shrawasti
CHC Unchgaon,UTTAR PRADESH,UNNAO
PHC SHAHJAHANPUR,UTTAR PRADESH,JHANSI
Phc Lahi Faridpur,UTTAR PRADESH,BUDAUN
phc jamna khas,UTTAR PRADESH,AMROHA
PHC Chuchela Kalan,UTTAR PRADESH,AMROHA
PHC Sadullaganj,UTTAR PRADESH,BUDAUN
CHC Belahar Kala,UTTAR PRADESH,Sant Kabir Nagar
PHC BERI,UTTAR PRADESH,HAMIRPUR
phc bastapur,UTTAR PRADESH,AMROHA
PHC KOTLA,UTTAR PRADESH,FIROZABAD
PHC MATIPURA,UTTAR PRADESH,AMROHA
PHC MISREEPUR,UTTAR PRADESH,HAMIRPUR
PHC Mirzapur,UTTAR PRADESH,Sambhal
PHC GANDHI NAGAR,UTTAR PRADESH,PILIBHIT
PHC Kurraiya,UTTAR PRADESH,PILIBHIT
PHC  KOURAL,UTTAR PRADESH,AMROHA
PHC Alaipur,UTTAR PRADESH,Amethi
UPHC BHATIPURA,UTTAR PRADESH,MAHOBA
PHC Jhaua,UTTAR PRADESH,KANNAUJ
PHC SUNDARWAL,UTTAR PRADESH,KHERI
CHC MAKHI ,UTTAR PRADESH,UNNAO
Phc Bagapar,UTTAR PRADESH,MAHARAJGANJ
CHC BARIPAL,UTTAR PRADESH,KANPUR NAGAR
Phc Jahada,UTTAR PRADESH,MAHARAJGANJ
PHC KUSHIYARI,UTTAR PRADESH,FIROZABAD
p.h.c baddupur,UTTAR PRADESH,BARABANKI
PHC BHADRI,UTTAR PRADESH,ALLAHABAD
PHC Gadriya,UTTAR PRADESH,BANDA
PHC Rajpur,UTTAR PRADESH,Sambhal
PHC KUDWA,UTTAR PRADESH,KUSHI NAGAR
PHC ,UTTAR PRADESH,AMROHA
PHC Dakkhinwara,UTTAR PRADESH,Amethi
PHC RASULPUR,UTTAR PRADESH,BUDAUN
PHC NEW HARIHARPUR,UTTAR PRADESH,MAHARAJGANJ
PHC AINCHOLI,UTTAR PRADESH,Sambhal
PHC DOHATA,UTTAR PRADESH,ALLAHABAD
PHC Purandarpur,UTTAR PRADESH,MAHARAJGANJ
PHC Gosaiganj,UTTAR PRADESH,Amethi
PHC Hardo,UTTAR PRADESH,Amethi
PHC CHILBILA,UTTAR PRADESH,ALLAHABAD
PHC Siswa,UTTAR PRADESH,MAHARAJGANJ
PHC SORO,UTTAR PRADESH,ALLAHABAD
PHC Mahona,UTTAR PRADESH,Amethi
PHC Sindhankalan,UTTAR PRADESH,BANDA
PHC Nand Mahar,UTTAR PRADESH,Amethi
PHC Nphc  Odari,UTTAR PRADESH,Amethi
PHC AATI,UTTAR PRADESH,KANNAUJ
PHC THULMA DHANKESAR,UTTAR PRADESH,ALLAHABAD
PHC RAMGARH DHAIYA,UTTAR PRADESH,ALLAHABAD
PHC Sahson,UTTAR PRADESH,ALLAHABAD
PHC Salempur Gosai,UTTAR PRADESH,AMROHA
CHC ALLAHGANJ,UTTAR PRADESH,SHAHJAHANPUR
PHC Mukundpur,UTTAR PRADESH,ALLAHABAD
KHUDAGANJ KATRA,UTTAR PRADESH,SHAHJAHANPUR
PHC Mugarsan,UTTAR PRADESH,ALLAHABAD
PHC Tigri,UTTAR PRADESH,AMROHA
PHC Mauima,UTTAR PRADESH,ALLAHABAD
UPHC CHANDPUR,UTTAR PRADESH,BIJNOR
PHC Raniganj,UTTAR PRADESH,Amethi
PHC Saresar,UTTAR PRADESH,Amethi
phc madava,UTTAR PRADESH,ALLAHABAD
CHC RASOOLPUR RURI,UTTAR PRADESH,UNNAO
CHC SAMDHAN,UTTAR PRADESH,KANNAUJ
CHC SUBAKHARI,UTTAR PRADESH,Sant Kabir Nagar
PHC Thauri,UTTAR PRADESH,Amethi
PHC Badgo,UTTAR PRADESH,GORAKHPUR
PHC YAKUBPUR,UTTAR PRADESH,AURAIYA
PHC PATEI KHALSA ,UTTAR PRADESH,AMROHA
PHC Dewarpar,UTTAR PRADESH,AURAIYA
PHC Chandpa,UTTAR PRADESH,HATHRAS
PHC Shahmau,UTTAR PRADESH,Amethi
PHC Nagla Mani,UTTAR PRADESH,HATHRAS
PHC Raniganj Canthaula,UTTAR PRADESH,PRATAPGARH
PHC Manderika,UTTAR PRADESH,Amethi
PHC DEWARIA,UTTAR PRADESH,ALLAHABAD
PRIMARY HEALTH CENTER BRALOKPUR,UTTAR PRADESH,ETAWAH
PHC  Bamoli,UTTAR PRADESH,HATHRAS
PHC DHARAUTA,UTTAR PRADESH,ALLAHABAD
PHC Sivganj,UTTAR PRADESH,Amethi
PHC Satthin,UTTAR PRADESH,Amethi
PHC Bahorwa,UTTAR PRADESH,HARDOI
PHC Muradganj,UTTAR PRADESH,AURAIYA
PHC Taharpur,UTTAR PRADESH,AMROHA
phc Kunvargaon,UTTAR PRADESH,BUDAUN
PHC Bamhna Khera,UTTAR PRADESH,HARDOI
PHC DULAPUR,UTTAR PRADESH,ALLAHABAD
PHC Barwan,UTTAR PRADESH,HARDOI
PHC Nphc Rajafattepur,UTTAR PRADESH,Amethi
PHC Karil,UTTAR PRADESH,HATHRAS
PRIMARY HEALTH CENTER DHANUA,UTTAR PRADESH,ETAWAH
PHC Ganj Jalalabad,UTTAR PRADESH,HARDOI
GARAPUR,UTTAR PRADESH,ALLAHABAD
PHC Tikari,UTTAR PRADESH,HARDOI
CHC SANSARIPUR,UTTAR PRADESH,ALLAHABAD
PHC NANHERA LAIYARPUR,UTTAR PRADESH,AMROHA
PHC Shrimau,UTTAR PRADESH,HARDOI
PHC HATHIGAHA,UTTAR PRADESH,ALLAHABAD
PHC GOPALGANJ,UTTAR PRADESH,FATEHPUR
PHC JAGHATPUR ,UTTAR PRADESH,ALLAHABAD
PHC SAIMARI,UTTAR PRADESH,AGRA
PHC JHUNSI,UTTAR PRADESH,ALLAHABAD
CHC SAPNAWAT,UTTAR PRADESH,HAPUR
PHC SHYAMO,UTTAR PRADESH,AGRA
CHC BARUASAGAR,UTTAR PRADESH,JHANSI
UPHC SARWAT,UTTAR PRADESH,MUZAFFARNAGAR
PHC ITORA,UTTAR PRADESH,AGRA
phc kishanpur biral,UTTAR PRADESH,Bagpat
PHC KUNDOL,UTTAR PRADESH,AGRA
PHC BARLA,UTTAR PRADESH,MUZAFFARNAGAR
PHC CHOUPLA,UTTAR PRADESH,ETAWAH
PHC CHIYASAR,UTTAR PRADESH,KANNAUJ
PRIMARY HEALTH CENTER BEENA,UTTAR PRADESH,ETAWAH
PHC TEWRA,UTTAR PRADESH,MUZAFFARNAGAR
PHC ANAUGI,UTTAR PRADESH,KANNAUJ
PHC chilkhar,UTTAR PRADESH,BALLIA
PHC Sagarpali,UTTAR PRADESH,BALLIA
PHC JALALABAD,UTTAR PRADESH,KANNAUJ
PHC Mohammadpur Gauti,UTTAR PRADESH,FATEHPUR
PHC Isar pitharpatti,UTTAR PRADESH,BALLIA
CHC Latera Khuniyaon,UTTAR PRADESH,Siddharthnagar
PHC Purbawan,UTTAR PRADESH,HARDOI
PHC Gurra,UTTAR PRADESH,HARDOI
FAIJPUR NINANA BAGHPAT ,UTTAR PRADESH,Bagpat
PHC Shahabda,UTTAR PRADESH,AURAIYA
PHC Senganpur,UTTAR PRADESH,AURAIYA
PHC KAMLANAGER,UTTAR PRADESH,ALLAHABAD
PHC JASPURAPUR,UTTAR PRADESH,KANNAUJ
PHC Kutuwapur,UTTAR PRADESH,HARDOI
PHC Lonar,UTTAR PRADESH,HARDOI
PRIMARY HEALTH CENTER  URAING,UTTAR PRADESH,ETAWAH
CHC Bela,UTTAR PRADESH,AURAIYA
GWALIKHERA PHC,UTTAR PRADESH,Bagpat
PHC KURSATH ,UTTAR PRADESH,UNNAO
PHC Kala Aam,UTTAR PRADESH,HARDOI
PHC GAURIYA KALA,UTTAR PRADESH,UNNAO
PHC Aalamganj,UTTAR PRADESH,FATEHPUR
PHC Jarauli Newada,UTTAR PRADESH,HARDOI
PHC BAJARIYA,UTTAR PRADESH,MAHOBA
JAGAT NAGAR ,UTTAR PRADESH,UNNAO
CHC BEWANA AKBARPUR,UTTAR PRADESH,AMBEDKAR NAGAR
PHC Israpur,UTTAR PRADESH,HARDOI
PHC RAJUNAGALA,UTTAR PRADESH,BAREILLY
CHC NARWAL,UTTAR PRADESH,KANPUR NAGAR
CHC SIKHEDA,UTTAR PRADESH,HAPUR
phc islam nagar,UTTAR PRADESH,SAHARANPUR
p.h.c khinjhna ,UTTAR PRADESH,BARABANKI
PHC KHAMA,UTTAR PRADESH,MAHOBA
DHANORA SILVERNAGAR,UTTAR PRADESH,Bagpat
PHC Kotwa,UTTAR PRADESH,BALLIA
PHC Basantpur,UTTAR PRADESH,BALLIA
PHC AUROTHARPUR,UTTAR PRADESH,KANPUR NAGAR
phc phandpuri,UTTAR PRADESH,SAHARANPUR
p.h.c gangauli,UTTAR PRADESH,BARABANKI
PHC AKAUNA,UTTAR PRADESH,MAHOBA
PHC AJNAR,UTTAR PRADESH,MAHOBA
PHC RAHIMPUR BISDHAN,UTTAR PRADESH,KANPUR NAGAR
Community Health Centre Behta,UTTAR PRADESH,LUCKNOW
PHC Musta,UTTAR PRADESH,KANPUR NAGAR
PHC SURATGARH,UTTAR PRADESH,ALIGARH
CHC PILAKHUWA,UTTAR PRADESH,HAPUR
District Hospital Male,UTTAR PRADESH,BALLIA
PRIMARY HEALTH CARE MAHEWA,UTTAR PRADESH,JALAUN
CHC BHADURGARH,UTTAR PRADESH,HAPUR
PHC Agras,UTTAR PRADESH,BAREILLY
CHC Subeha,UTTAR PRADESH,BARABANKI
phc tabar,UTTAR PRADESH,SAHARANPUR
PHC LADPUR,UTTAR PRADESH,HATHRAS
PHC HATHRAS JUNCTION,UTTAR PRADESH,HATHRAS
PHC EHAN,UTTAR PRADESH,HATHRAS
PHC chandapur,UTTAR PRADESH,SHAHJAHANPUR
PHC NARWAL,UTTAR PRADESH,KANPUR NAGAR
phc ng bala jugasana,UTTAR PRADESH,MATHURA
PHC Ghuretanpur,UTTAR PRADESH,CHITRAKOOT
DISTRICH COMBINED HOSPITAL,UTTAR PRADESH,AMROHA
PHC KHAERABAD,UTTAR PRADESH,ALIGARH
PHC NAHAL,UTTAR PRADESH,ALIGARH
PHC Gainee,UTTAR PRADESH,BAREILLY
PHC KOSIKHURD,UTTAR PRADESH,MATHURA
PHC CHAMRAULI,UTTAR PRADESH,UNNAO
phc hardattnagar girant,UTTAR PRADESH,Shrawasti
phc jamunaha bhawaniapur,UTTAR PRADESH,Shrawasti
PHC Rajpura,UTTAR PRADESH,MEERUT
PHC Mohamdabad,UTTAR PRADESH,AURAIYA
nagla sanja,UTTAR PRADESH,MATHURA
phc mahadeva nasirganj,UTTAR PRADESH,Shrawasti
PHC Dulhera Chauhan,UTTAR PRADESH,MEERUT
PHC BHONDELA,UTTAR PRADESH,FIROZABAD
PHC Lawar,UTTAR PRADESH,MEERUT
PHC PAREVPUR,UTTAR PRADESH,Shrawasti
PHC NARONA,UTTAR PRADESH,ALIGARH
phc padwaliya,UTTAR PRADESH,Shrawasti
PHC PALI,UTTAR PRADESH,KANPUR NAGAR
PHC RATANPURKALAN,UTTAR PRADESH,MORADABAD
PHC Nalhera Gurjar ,UTTAR PRADESH,SAHARANPUR
PHC HATHIPUR,UTTAR PRADESH,KANPUR NAGAR
PHC KATRA,UTTAR PRADESH,Shrawasti
PHC UNAWALA,UTTAR PRADESH,GORAKHPUR
PHC Razi Jagdishpur,UTTAR PRADESH,GORAKHPUR
PRIMARY HEALTH CENTER  LAKHANA,UTTAR PRADESH,ETAWAH
PHS Barwara,UTTAR PRADESH,CHITRAKOOT
CHC HASWA,UTTAR PRADESH,FATEHPUR
CHC BASANTPUR,UTTAR PRADESH,BALLIA
PHC Meewa,UTTAR PRADESH,MEERUT
PHC Ghura,UTTAR PRADESH,AURAIYA
PHC MAILANI,UTTAR PRADESH,KHERI
PHC SEMARITARHAR IKAUNA,UTTAR PRADESH,Shrawasti
PHC Lokvithyapith Nagar,UTTAR PRADESH,MAHARAJGANJ
PHC Purwa Sujan,UTTAR PRADESH,AURAIYA
Phc Rakahat,UTTAR PRADESH,GORAKHPUR
PHC Siwal Khas,UTTAR PRADESH,MEERUT
PHC SIKATHIYA,UTTAR PRADESH,KANPUR NAGAR
PHC Roshan Nagar,UTTAR PRADESH,KHERI
PRIMARY HEALTH CENTER BIJAULI,UTTAR PRADESH,ETAWAH
Phc Pali,UTTAR PRADESH,GORAKHPUR
PHC DYODIDHAT,UTTAR PRADESH,KANPUR NAGAR
phc karmani,UTTAR PRADESH,KUSHI NAGAR
PHC NAYAKPURWA,UTTAR PRADESH,HAMIRPUR
PHC ARTI,UTTAR PRADESH,HATHRAS
PRIMERY HEALTH CENTER RAJARAMPUR CHAUBEYPUR KANPUR NAGAR ,UTTAR PRADESH,KANPUR NAGAR
PHC SHISHUPUR,UTTAR PRADESH,KANPUR NAGAR
PHC SAUNKH,UTTAR PRADESH,MATHURA
PHC Sanphar,UTTAR PRADESH,AURAIYA
Harapar,UTTAR PRADESH,Sant Kabir Nagar
phc manikpur,UTTAR PRADESH,HATHRAS
PHC Dhebra,UTTAR PRADESH,GORAKHPUR
PHC Agwanpur,UTTAR PRADESH,MEERUT
PHC Nawal,UTTAR PRADESH,MEERUT
PHC BHAMAI,UTTAR PRADESH,HAMIRPUR
PHC KARAHIYA,UTTAR PRADESH,HAMIRPUR
phc salempur,UTTAR PRADESH,HATHRAS
PHC Harichandpur,UTTAR PRADESH,AURAIYA
PHC Simara Boripur,UTTAR PRADESH,BAREILLY
Phc Bhaisarani,UTTAR PRADESH,GORAKHPUR
PHC Sudanpur,UTTAR PRADESH,BAREILLY
PHC Bhaidpur,UTTAR PRADESH,AURAIYA
PHC TITIHIRIYA SIRSIYA,UTTAR PRADESH,Shrawasti
CHC DEWA,UTTAR PRADESH,BARABANKI
PHC Kheda,UTTAR PRADESH,MEERUT
CHC NAUGAWAN SADAT,UTTAR PRADESH,AMROHA
PHC Umrain,UTTAR PRADESH,AURAIYA
PHC Kudarkot,UTTAR PRADESH,AURAIYA
CHC NEDULA,UTTAR PRADESH,ALLAHABAD
CHC phalawda,UTTAR PRADESH,MEERUT
Phc machaligaon,UTTAR PRADESH,GORAKHPUR
Phc Maniram,UTTAR PRADESH,GORAKHPUR
PHC TILAKPUR IKAUNA,UTTAR PRADESH,Shrawasti
PHC PADRILALPUR,UTTAR PRADESH,KANPUR NAGAR
CHC JAIPRAKASH NAGAR,UTTAR PRADESH,BALLIA
PHC SHODHARI,UTTAR PRADESH,KANPUR NAGAR
aphc kotsarai,UTTAR PRADESH,FAIZABAD
aphc rani bazar,UTTAR PRADESH,FAIZABAD
PHC KORARA BUJURG,UTTAR PRADESH,FIROZABAD
aphc maushiwala,UTTAR PRADESH,FAIZABAD
PHC Bharwara,UTTAR PRADESH,MAHOBA
PHC MAHBOOBGANJ,UTTAR PRADESH,FAIZABAD
CHC GABHANA,UTTAR PRADESH,ALIGARH
CHC Dantal,UTTAR PRADESH,MEERUT
CHC BAMHETA GHAZIABAD,UTTAR PRADESH,GHAZIABAD
PHC PELKHU,UTTAR PRADESH,MATHURA
PHC BHARNAKALA,UTTAR PRADESH,MATHURA
PHC Dulara,UTTAR PRADESH,MAHOBA
PHC Chaure,UTTAR PRADESH,FAIZABAD
CHC THARIYAON,UTTAR PRADESH,FATEHPUR
PHC Kalina,UTTAR PRADESH,MEERUT
PHC ARWAT,UTTAR PRADESH,FAIZABAD
PHC Govindpur Ghisoli,UTTAR PRADESH,MEERUT
PHC JETAI,UTTAR PRADESH,HATHRAS
PHC Phara,UTTAR PRADESH,MAHOBA
PHC Chur,UTTAR PRADESH,MEERUT
PHC Khanna,UTTAR PRADESH,MAHOBA
PHC karnawal,UTTAR PRADESH,MEERUT
PHC Killowa,UTTAR PRADESH,MAHOBA
PHC Devkali,UTTAR PRADESH,GHAZIPUR
PHC Mardah,UTTAR PRADESH,GHAZIPUR
PHC VARACHAKWAR,UTTAR PRADESH,GHAZIPUR
phc samaur,UTTAR PRADESH,KUSHI NAGAR
PHC Kohiniya,UTTAR PRADESH,MAHOBA
PHC UNCHAGAON,UTTAR PRADESH,HATHRAS
PHC MAI,UTTAR PRADESH,HATHRAS
PHC BISAWAR,UTTAR PRADESH,HATHRAS
PHC BILARA,UTTAR PRADESH,HATHRAS
PHC Niyamatpur,UTTAR PRADESH,JALAUN
CHC BARDAHA KALA,UTTAR PRADESH,BAHRAICH
PHC KOHHA,UTTAR PRADESH,FAIZABAD
CHC GAIHRA AALAM GEERPUR,UTTAR PRADESH,HAPUR
CHC BASUDHARPAR,UTTAR PRADESH,BALLIA
CHC SUNWA,UTTAR PRADESH,FAIZABAD
PHC Kudari,UTTAR PRADESH,JALAUN
PHC Sahora,UTTAR PRADESH,BAREILLY
PHC Revti,UTTAR PRADESH,BAREILLY
PHC Parsunagla,UTTAR PRADESH,BAREILLY
PHC Dunka,UTTAR PRADESH,BAREILLY
PHC Halikala,UTTAR PRADESH,BAREILLY
PHC Shajapur,UTTAR PRADESH,MEERUT
PHC Kera,UTTAR PRADESH,BAREILLY
PHC Kesarpur,UTTAR PRADESH,BAREILLY
PHC KAYASTH BADDHA,UTTAR PRADESH,MEERUT
PHC Kuwarpur Banajaria,UTTAR PRADESH,BAREILLY
PHC Amarpur,UTTAR PRADESH,MEERUT
PHC Badagaon,UTTAR PRADESH,FAIZABAD
CHC PAIYAN AT SUMBHA,UTTAR PRADESH,BARABANKI
phc bhatkol,UTTAR PRADESH,MAU
PHC Bajudiha,UTTAR PRADESH,KHERI
phc kafara,UTTAR PRADESH,KHERI
C.H.C HAIDERGANJ,UTTAR PRADESH,FAIZABAD
PHC Jagammanpur,UTTAR PRADESH,JALAUN
PHC Patrahi,UTTAR PRADESH,JALAUN
PHC BHADSAAR,UTTAR PRADESH,GORAKHPUR
PHC Amkotwa,UTTAR PRADESH,KHERI
CHC GOSHINGANJ,UTTAR PRADESH,FAIZABAD
PHC Katsahra,UTTAR PRADESH,GORAKHPUR
PHC JANGAL KAUDIA,UTTAR PRADESH,GORAKHPUR
PHC Gazpur,UTTAR PRADESH,GORAKHPUR
PHC MALAW,UTTAR PRADESH,GORAKHPUR
PHC Sonbarsa,UTTAR PRADESH,GORAKHPUR
PHC Barwar ,UTTAR PRADESH,KHERI
PHC Dawarpar,UTTAR PRADESH,GORAKHPUR
PHC SHAHJADPURA,UTTAR PRADESH,JALAUN
PHC Bhiti ,UTTAR PRADESH,GORAKHPUR
PHC Belwa Babu,UTTAR PRADESH,GORAKHPUR
PHC Chhapiya,UTTAR PRADESH,GORAKHPUR
primary health centre bhauti,UTTAR PRADESH,KANPUR NAGAR
PHC Okhali,UTTAR PRADESH,SHAHJAHANPUR
CHC GANGIRI,UTTAR PRADESH,ALIGARH
PHC Dumri Khas,UTTAR PRADESH,GORAKHPUR
PHC Mahaveer Chhapra,UTTAR PRADESH,GORAKHPUR
PHC KAIHMARIYA,UTTAR PRADESH,SHAHJAHANPUR
PHC Amahiya,UTTAR PRADESH,GORAKHPUR
phc sachendi,UTTAR PRADESH,KANPUR NAGAR
BHADA PHC,UTTAR PRADESH,SULTANPUR
PHC Gahni,UTTAR PRADESH,MAU
Phc Derwa,UTTAR PRADESH,GORAKHPUR
PHC Belwar,UTTAR PRADESH,GORAKHPUR
PHC Mirzapur,UTTAR PRADESH,GORAKHPUR
phc panki,UTTAR PRADESH,KANPUR NAGAR
DHAMMOUR PHC,UTTAR PRADESH,SULTANPUR
BANSI PHC,UTTAR PRADESH,SULTANPUR
PHC Misrauliya,UTTAR PRADESH,GORAKHPUR
DUBEYPUR PHC,UTTAR PRADESH,SULTANPUR
PHC Bhatpar,UTTAR PRADESH,GORAKHPUR
CHC Pyasee,UTTAR PRADESH,GORAKHPUR
CHC MADHUPUR,UTTAR PRADESH,SONBHADRA
 CHC KHAIRIGHAT,UTTAR PRADESH,BAHRAICH
phc abhuram,UTTAR PRADESH,GORAKHPUR
PHC Bishunpura,UTTAR PRADESH,GORAKHPUR
PHC SIURA,UTTAR PRADESH,SHAHJAHANPUR
PHC Dohariya,UTTAR PRADESH,GORAKHPUR
CHC Neemsaar,UTTAR PRADESH,SITAPUR
PHC Baghua,UTTAR PRADESH,AURAIYA
PHC Tikri,UTTAR PRADESH,SHAHJAHANPUR
PHC SARHARI,UTTAR PRADESH,GORAKHPUR
CHC JALAL,UTTAR PRADESH,ALIGARH
CHC SHAHGANJ,UTTAR PRADESH,SONBHADRA
PHC DARSHAN NAGAR,UTTAR PRADESH,FAIZABAD
CHC Rigwan,UTTAR PRADESH,BALLIA
PHC GADDAUPUR,UTTAR PRADESH,FAIZABAD
PHC AMANIGANJ,UTTAR PRADESH,FAIZABAD
PHC KUMARGANJ,UTTAR PRADESH,FAIZABAD
PHC Saibsoo,UTTAR PRADESH,KANPUR NAGAR
PHC Patara,UTTAR PRADESH,GORAKHPUR
PHC Sarai Dhanethi,UTTAR PRADESH,FAIZABAD
PHC JB GANJ,UTTAR PRADESH,KHERI
PHC Hafiz Nagar,UTTAR PRADESH,GORAKHPUR
SISAURA NASIR,UTTAR PRADESH,KHERI
PHC Jainpur,UTTAR PRADESH,GORAKHPUR
UCHAULIA,UTTAR PRADESH,KHERI
PHC Hata Bujurg,UTTAR PRADESH,GORAKHPUR
PHC Chilwa,UTTAR PRADESH,GORAKHPUR
Phc Malhanpar,UTTAR PRADESH,GORAKHPUR
PHC dumari,UTTAR PRADESH,GORAKHPUR
PHC Pali,UTTAR PRADESH,GORAKHPUR
PHC Rithuakhor,UTTAR PRADESH,PILIBHIT
PHC Newaigepar,UTTAR PRADESH,GORAKHPUR
PHC Pakri,UTTAR PRADESH,GORAKHPUR
PHC NAWADIYA NAWAZPUR,UTTAR PRADESH,SHAHJAHANPUR
PHC Sande Kala,UTTAR PRADESH,Sant Kabir Nagar
PHC Parsa Pandey,UTTAR PRADESH,Sant Kabir Nagar
PHC Alipur Morna,UTTAR PRADESH,MEERUT
CHC BESWAN,UTTAR PRADESH,ALIGARH
chureb,UTTAR PRADESH,Sant Kabir Nagar
PHC SHANTIPUR,UTTAR PRADESH,FAIZABAD
PHC BARUA,UTTAR PRADESH,SHAHJAHANPUR
PHC Katoghan,UTTAR PRADESH,FATEHPUR
PHC TENDUA KABIR,UTTAR PRADESH,BAHRAICH
PHC GANGWAL,UTTAR PRADESH,BAHRAICH
PHC PURAINA,UTTAR PRADESH,BAHRAICH
PHC Bachhaipur,UTTAR PRADESH,BALLIA
PHC Maniyar,UTTAR PRADESH,BALLIA
PHC Uchera,UTTAR PRADESH,BALLIA
PHC Belhri,UTTAR PRADESH,BALLIA
PHC Sahatwar,UTTAR PRADESH,BALLIA
CHC LATGHAT ,UTTAR PRADESH,AZAMGARH
CHS KUSHALGAON,UTTAR PRADESH,AZAMGARH
CHC NAGRA,UTTAR PRADESH,BALLIA
CHC Umarda,UTTAR PRADESH,KANNAUJ
PHC RAYA,UTTAR PRADESH,MATHURA
PHC SAUNKHKHERA,UTTAR PRADESH,MATHURA
PHC MANIMAU,UTTAR PRADESH,KANNAUJ
PHC MIGHAULI,UTTAR PRADESH,KANNAUJ
PHC Pipersandi,UTTAR PRADESH,GORAKHPUR
PHC Barigaon,UTTAR PRADESH,GORAKHPUR
PHC JUNGLE AGAHI,UTTAR PRADESH,GORAKHPUR
PHC NETWAR BAZAR,UTTAR PRADESH,GORAKHPUR
Phc pipganj,UTTAR PRADESH,GORAKHPUR
Chc vishunpur,UTTAR PRADESH,GORAKHPUR
Phc Bhatauli,UTTAR PRADESH,GORAKHPUR
Phc Unwal,UTTAR PRADESH,GORAKHPUR
PHC RAPATPUR,UTTAR PRADESH,GORAKHPUR
